category,name,star_rating,cuisine,speed,avg_price_per_meal,area,what_i_got,notes,tags
Directory Import,preacher green’s,,american,sit down,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1995 Barnett Shoals Road, Athens, 30605. OSM hours: Tu-Sa 11:00-15:00; Tu-Sa 17:00-20:00; Sa 11:00-15:00.",osm|directory-import|active-unverified|restaurant|american|has-hours|has-address|source-openstreetmap
Directory Import,puma yu's,,restaurant,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|source-visitathensga-com
Directory Import,punta cana latin grill,,restaurant,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. OSM hours: Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00, Su 11:00-20:00.",osm|directory-import|active-unverified|restaurant|has-hours|source-openstreetmap
Directory Import,queen tea,,bubble tea,quicker,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 151 East Broad Street, Athens, 30601. OSM hours: Mo-Su 11:00-23:00.",osm|directory-import|active-unverified|cafe|bubble-tea|has-hours|has-address|source-openstreetmap
Directory Import,rafferty's,,restaurant,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 15 Huntington Road, Athens, 30606.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,raising cane's,,chicken,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 795 Baxter Street, Athens, 30605. OSM hours: 10:00-02:00.",osm|directory-import|active-unverified|fast-food|chicken|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,rashes cuisine,,restaurant,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|black-owned|source-visitathensga-com
Directory Import,red lobster,,seafood,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1956 West Broad Street, Athens, 30606.",osm|directory-import|active-unverified|restaurant|seafood|chain|has-address|source-openstreetmap
Directory Import,roll it up,,restaurant,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 496 Baxter Street, Athens, 30605.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,rothenberger café,,cafe,quicker,,dt,,Imported from openstreetmap; needs Matthew try/rating. OSM hours: Mo-Fr 07:30-17:00.,osm|directory-import|active-unverified|cafe|has-hours|source-openstreetmap
Directory Import,rye bar,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 140 East Clayton Street, Athens, 30601.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,sabor latino,,mexican,sit down,,west athens,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|restaurant|mexican|source-openstreetmap
Directory Import,sakura hibachi & sushi bar,,sushi,sit down,,five points,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1225 South Milledge Avenue, Athens, 30605.",osm|directory-import|active-unverified|restaurant|sushi|has-address|source-openstreetmap
Directory Import,san angel cocina & cantina,,mexican,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 2226 West Broad Street, Athens, 30606.",osm|directory-import|active-unverified|restaurant|mexican|has-address|source-openstreetmap
Directory Import,sandbar,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 220 College Avenue, Athens.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,schlotzsky's,,sandwich,fast,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1490 Baxter Street, Athens, 30606. OSM hours: Mo-Su 10:00-20:00.",osm|directory-import|active-unverified|fast-food|sandwich|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,seabear oyster bar,,seafood,sit down,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 297 Prince Avenue. OSM hours: Su, We-Th 16:00-22:00; Fr-Sa 16:00-23:00.",osm|directory-import|active-unverified|restaurant|seafood|has-hours|has-address|source-visitathensga-com|visit-athens|source-openstreetmap
Directory Import,senior sol mexican restaurant,,mexican,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 2455 West Broad Street, Athens, 30606.",osm|directory-import|active-unverified|restaurant|mexican|has-address|source-openstreetmap
Directory Import,shake shack,,burgers,fast,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 161 Alps Road, Athens, 30606.",osm|directory-import|active-unverified|fast-food|burgers|chain|fast-casual|has-address|source-openstreetmap
Directory Import,shake tea,,bubble tea,quicker,,west athens,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|cafe|bubble-tea|source-openstreetmap
Directory Import,shane’s rib shack,,bbq,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 680 US 29 Highway North, Athens, 30601.",osm|directory-import|active-unverified|restaurant|bbq|has-address|source-openstreetmap
Directory Import,shokitini,,japanese,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 251 West Clayton Street, Athens, 30601. OSM hours: Su-Th 17:00-00:00; Fr-Sa 17:00-01:00.",osm|directory-import|active-unverified|restaurant|japanese|has-hours|has-address|source-openstreetmap
Directory Import,sips espresso cafe,,coffee,quicker,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1390 Prince Avenue, Athens.",osm|directory-import|active-unverified|cafe|coffee|has-address|source-openstreetmap
Directory Import,siri thai cuisine,,thai,sit down,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1040 Gaines School Road, Athens, 30605.",osm|directory-import|active-unverified|restaurant|thai|has-address|source-openstreetmap
Directory Import,sister louisa's church,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 254 West Clayton Street, Athens, 30601. OSM hours: Mo-Sa 17:00-02:00.",osm|directory-import|active-unverified|bar|has-hours|has-address|source-openstreetmap
Directory Import,snelling dining commons,,burgers,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 200 West Green Street, Athens, 30602. OSM hours: Mo 07:00-24:00; Tu-Th 00:00-24:00; Fr 00:00-14:30.",osm|directory-import|active-unverified|fast-food|burgers|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,sonic,,burgers,fast,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 4340 Lexington Road, Athens, 30605. OSM hours: Mo-Th 07:00-24:00; Fr-Sa 07:00-01:00; Su 07:00-24:00.",osm|directory-import|active-unverified|fast-food|burgers|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,sr. sol,,mexican,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 175 Tallassee Road, Athens, 30606.",osm|directory-import|active-unverified|restaurant|mexican|has-address|source-openstreetmap
Directory Import,starbucks,,coffee,quicker,,dt,,Imported from openstreetmap; needs Matthew try/rating. Address: 140 McClung Road. OSM hours: Mo-Su 05:00-21:00.,osm|directory-import|active-unverified|cafe|coffee|chain|has-hours|has-address|source-openstreetmap
Directory Import,stoner’s pizza,,pizza,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 175 East Broad Street, Athens, 30601. OSM hours: Mo-Su 10:45-02:00.",osm|directory-import|active-unverified|restaurant|pizza|has-hours|has-address|source-openstreetmap
Directory Import,strickland's restaurant & catering,,restaurant,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 4723 Atlanta Highway, Athens, 30606.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,subway,,sandwich,fast,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1194 Prince Avenue, Athens, 30601.",osm|directory-import|active-unverified|fast-food|sandwich|chain|fast-casual|has-address|source-openstreetmap
Directory Import,suncatcher cafe,,restaurant,sit down,,athens area,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|restaurant|source-openstreetmap
Directory Import,sunroof cafe,,cafe,quicker,,dt,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|cafe|source-openstreetmap
Directory Import,surcheros,,mexican,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 700 Baxter Street, Athens, 30605. OSM hours: Mo-Th 10:30-21:00; Fr-Sa 10:30-22:00; Su 11:00-21:00.",osm|directory-import|active-unverified|restaurant|mexican|has-hours|has-address|source-openstreetmap
Directory Import,sweetie pie by savie,,bakery,quicker,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 150 Whitehall Road, Athens, 30605.",osm|directory-import|active-unverified|bakery|has-address|source-openstreetmap
Directory Import,taco bell,,mexican,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 620 US 29 North, Athens, 30601. OSM hours: Mo-Th 08:00-01:00; Fr-Sa 08:00-02:00; Su 08:00-01:00.",osm|directory-import|active-unverified|fast-food|mexican|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,tamez barbecue,,bbq,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|source-visitathensga-com
Directory Import,tamez bbq,,bbq,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1660 West Broad Street, Athens, 30606. OSM hours: Tu-Sa 11:00-18:00.",osm|directory-import|active-unverified|restaurant|bbq|has-hours|has-address|source-openstreetmap
Directory Import,taqueria del sol,,restaurant,sit down,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 334 Prince Avenue, Athens, 30601.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,taqueria la parrilla,,mexican,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 2439 Jefferson Road, Athens, 30606.",osm|directory-import|active-unverified|restaurant|mexican|has-address|source-openstreetmap
Directory Import,taziki's mediterranean cafe,,mediterranean,fast,,dt,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|fast-food|mediterranean|chain|fast-casual|source-openstreetmap
Directory Import,ted's most best,,pizza,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 254 West Washington Street, Athens, 30601.",osm|directory-import|active-unverified|restaurant|pizza|has-address|source-visitathensga-com|visit-athens|source-openstreetmap
Directory Import,terrapin beer co,,brewery,fast,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|brewery|drinks|source-visitathensga-com
Directory Import,texas roadhouse,,steak house,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1021 Dowdy Road, Athens, 30606. OSM hours: Mo-Th 15:00-22:00; Fr-Sa 10:30; 23:00; Su 10:30-21:00.",osm|directory-import|active-unverified|restaurant|steak-house|chain|has-hours|has-address|source-openstreetmap
Directory Import,the butt hutt,,restaurant,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|source-visitathensga-com
Directory Import,the clayton social,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 335 East Clayton Street, Athens, 30601.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,the country house,,restaurant,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 3755 Atlanta Highway, Athens, 30606.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,the crab hut,,vietnamese,sit down,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1860 Barnett Shoals Road, Athens, 30605.",osm|directory-import|active-unverified|restaurant|vietnamese|has-address|source-openstreetmap
Directory Import,the double barrel,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 429 East Broad Street, Athens, 30601. OSM hours: Mo-Sa 21:00-02:00.",osm|directory-import|active-unverified|bar|has-hours|has-address|source-openstreetmap
Directory Import,the farmcart,,breakfast,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1074 Baxter Street, Athens, 30606. OSM hours: Tu-Su 08:00-14:00.",osm|directory-import|active-unverified|restaurant|breakfast|has-hours|has-address|source-openstreetmap
Directory Import,the flying biscuit cafe,,breakfast,sit down,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1180 Prince Avenue, Athens, 30601.",osm|directory-import|active-unverified|restaurant|breakfast|has-address|source-openstreetmap
Directory Import,the foundry,,restaurant,sit down,,dt,,Imported from openstreetmap; needs Matthew try/rating. OSM hours: Th-Sa 17:00-22:00.,osm|directory-import|active-unverified|restaurant|has-hours|source-openstreetmap
Directory Import,the juicy crab,,seafood,sit down,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 2361 West Broad Street, Athens, 30606.",osm|directory-import|active-unverified|restaurant|seafood|has-address|source-openstreetmap
Directory Import,the krimson kafe,,restaurant,sit down,,athens area,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|restaurant|source-openstreetmap
Directory Import,the national,,restaurant,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 232 West Hancock Avenue, Athens, 30601.",osm|directory-import|active-unverified|restaurant|has-address|source-visitathensga-com|visit-athens|source-openstreetmap
Directory Import,the niche dining commons,,burgers,fast,,athens area,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|fast-food|burgers|fast-casual|source-openstreetmap
Directory Import,the old pal,,bar,fast,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1320 Prince Avenue, Athens. OSM hours: Mo-Th 17:00-01:00; Fr-Sa 16:00-02:00.",osm|directory-import|active-unverified|bar|has-hours|has-address|source-openstreetmap
Directory Import,the pine bar & the root basement,,bar,sit down,,five points,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1235 South Milledge Avenue, Athens, 30605.",osm|directory-import|active-unverified|restaurant|bar|has-address|source-openstreetmap
Directory Import,the place,,restaurant,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 229 East Broad Street, Athens, 30601.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,the rail athens,,pub,fast,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1120 Mitchell Bridge Road, Athens, 30606.",osm|directory-import|active-unverified|pub|has-address|source-openstreetmap
Directory Import,the roadhouse,,bar,fast,,five points,,"Imported from openstreetmap; needs Matthew try/rating. Address: 137 North Lumpkin Street, Athens, 30601. OSM hours: Mo-Sa 14:00-02:00.",osm|directory-import|active-unverified|bar|has-hours|has-address|source-openstreetmap
Directory Import,the rook & pawn,,pub,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 294 West Washington Street, Athens, 30601. OSM hours: Su-Th 11:00-23:00; Fr-Sa 11:00-01:00.",osm|directory-import|active-unverified|pub|has-hours|has-address|source-openstreetmap
Directory Import,the royal peasant,,restaurant,sit down,,five points,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1675 South Lumpkin Street, Athens, 30606.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,the bar @ saucehouse,,bar,fast,,dt,,Imported from openstreetmap; needs Matthew try/rating. OSM hours: We-Fr 15:00-23:00; Sa-Su 11:00-23:00.,osm|directory-import|active-unverified|bar|has-hours|source-openstreetmap
Directory Import,the silver dollar bar,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 262 College Avenue, Athens, 30601.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,the sundown saloon,,bar,fast,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 50 Gaines School Road, Athens, 30605.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,the taco stand,,mexican,sit down,,five points,,"Imported from openstreetmap; needs Matthew try/rating. Address: 670 North Milledge Avenue, Athens, 30601. OSM hours: Mo-Su 11:00-21:30.",osm|directory-import|active-unverified|restaurant|mexican|has-hours|has-address|source-openstreetmap
Directory Import,the traveling hobo cafe,,cafe,quicker,,athens area,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|cafe|source-openstreetmap
Directory Import,the varsity,,burgers,fast,,watkinsville,,"Imported from openstreetmap; needs Matthew try/rating. Address: 2271 Hog Mountain Road, Watkinsville, 30677. OSM hours: Su-Th 11:00-20:00,Fr-Sa 11:00-21:00.",osm|directory-import|active-unverified|fast-food|burgers|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,the world famous,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: North Hull Street, Athens.",osm|directory-import|active-unverified|bar|has-address|source-visitathensga-com|visit-athens|source-openstreetmap
Directory Import,tiger sushi,,sushi,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 440 East Clayton Street, Athens, 30601.",osm|directory-import|active-unverified|restaurant|sushi|has-address|source-openstreetmap
Directory Import,tlaloc's,,restaurant,sit down,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1225 North Chase Street, Athens, 30601.",osm|directory-import|active-unverified|restaurant|has-address|source-openstreetmap
Directory Import,tokyo express hibachi grill,,japanese,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 690 US 29 Highway North, Athens, 30601.",osm|directory-import|active-unverified|restaurant|japanese|has-address|source-openstreetmap
Directory Import,trappeze pub,,pub,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 269 North Hull Street, Athens, 30601. OSM hours: Mo-Su 11:00-22:00; Fr,Sa 11:00-23:00.",osm|directory-import|active-unverified|pub|has-hours|has-address|source-visitathensga-com|visit-athens|source-openstreetmap
Directory Import,tropical bar,,bar,fast,,dt,,Imported from openstreetmap; needs Matthew try/rating. OSM hours: Fr-Sa 19:00-02:00.,osm|directory-import|active-unverified|bar|has-hours|source-openstreetmap
Directory Import,ugas historic north campus,,restaurant,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|source-visitathensga-com
Directory Import,vampire penguin shaved snow and coffee,,coffee,quicker,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 115 Hickory Street, Athens, 30601.",osm|directory-import|active-unverified|cafe|coffee|has-address|source-openstreetmap
Directory Import,vanish night club,,bar,fast,,west athens,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|bar|source-openstreetmap
Directory Import,vickars nutritionist,,cafe,quicker,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 50 Gaines School Road, Athens, 30605. OSM hours: 07:00-13:00,17:00-20:00.",osm|directory-import|active-unverified|cafe|has-hours|has-address|source-openstreetmap
Directory Import,village summit dining commons,,fast food,fast,,athens area,,"Imported from openstreetmap; needs Matthew try/rating. Address: 80 Carlton Street, Athens, 30602. OSM hours: Mo-Fr 07:00-21:00; Sa-Su 08:30-21:00.",osm|directory-import|active-unverified|fast-food|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,waffle house,,american,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 461 Calhoun Drive, Athens, 30601. OSM hours: 24/7.",osm|directory-import|active-unverified|restaurant|american|chain|has-hours|has-address|source-openstreetmap
Directory Import,walker's coffee and pub,,coffee,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 128 College Avenue, Athens, 30601. OSM hours: Mo-We 9:00-21:00; Fr, Su 7:30-24:00; Sa 7:30-26:00.",osm|directory-import|active-unverified|bar|coffee|has-hours|has-address|source-openstreetmap
Directory Import,wendy's,,burgers,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 705 US 29 North, Athens, 30601. OSM hours: Mo-Fr 09:00-21:00; Sa 09:00-16:00; Su 09:00-21:00.",osm|directory-import|active-unverified|fast-food|burgers|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,whataburger,,burgers,fast,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 3201 Atlanta Highway, Athens, 30606. OSM hours: 24/7.",osm|directory-import|active-unverified|fast-food|burgers|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,white tiger gourmet,,restaurant,sit down,,athens area,,Imported from visitathensga.com; needs Matthew try/rating.,visit-athens|directory-import|active-unverified|source-visitathensga-com
Directory Import,willy's mexicana grill,,mexican,sit down,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 196 Alps Road, Athens, 30606.",osm|directory-import|active-unverified|restaurant|mexican|has-address|source-openstreetmap
Directory Import,wing house,,american,sit down,,athens area,,Imported from openstreetmap; needs Matthew try/rating. Address: North Main Street.,osm|directory-import|active-unverified|restaurant|american|has-address|source-openstreetmap|fast-food|wings|fast-casual
Directory Import,wingster,,wings,sit down,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 521 Baxter Street, Athens, 30605. OSM hours: Su-Mo 12:00-00:30; We-Th 12:00-00:30; Fr-Sa 12:00-02:30.",osm|directory-import|active-unverified|restaurant|wings|has-hours|has-address|source-openstreetmap
Directory Import,wingstop,,wings,fast,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 122 Alps Road, Athens, 30606. OSM hours: Mo-Su 10:30-24:00.",osm|directory-import|active-unverified|fast-food|wings|chain|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,wire park,,food court,sit down,,watkinsville,,"Imported from openstreetmap; needs Matthew try/rating. Address: Electric Avenue, Watkinsville.",osm|directory-import|active-unverified|food-court|has-address|source-openstreetmap
Directory Import,wnb factory,,burgers,sit down,,eastside,,"Imported from openstreetmap; needs Matthew try/rating. Address: 4375 Lexington Road, Athens, 30605.",osm|directory-import|active-unverified|restaurant|burgers|has-address|source-openstreetmap
Directory Import,wnb factory: wings & burger,,burgers,sit down,,west athens,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|restaurant|burgers|source-openstreetmap
Directory Import,wok's up,,restaurant,sit down,,west athens,,Imported from openstreetmap; needs Matthew try/rating.,osm|directory-import|active-unverified|restaurant|source-openstreetmap
Directory Import,woodford,,bar,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 120 East Washington Street, Athens, 30601.",osm|directory-import|active-unverified|bar|has-address|source-openstreetmap
Directory Import,yossi kitchen,,indian,sit down,,normaltown/prince,,"Imported from openstreetmap; needs Matthew try/rating. Address: 100, Suite 205 Prince Avenue, 30601. OSM hours: Mo-Sa 11:00-21:00.",osm|directory-import|active-unverified|restaurant|indian|has-hours|has-address|source-openstreetmap
Directory Import,your pie,,pizza,fast,,dt,,"Imported from openstreetmap; needs Matthew try/rating. Address: 45 Baxter Street, Athens, 30602. OSM hours: Mo-Fr 10:30-20:00.",osm|directory-import|active-unverified|fast-food|pizza|fast-casual|has-hours|has-address|source-openstreetmap
Directory Import,zaxby's,,chicken,fast,,west athens,,"Imported from openstreetmap; needs Matthew try/rating. Address: 1800 Epps Bridge Parkway, Athens, 30606. OSM hours: Mo-Th 10:30-22:00; Fr-Sa 10:30-23:00; Su 11:00-22:00.",osm|directory-import|active-unverified|fast-food|chicken|chain|fast-casual|has-hours|has-address|source-openstreetmap
Full Restaurant List,agua linda,3,mexican,sit down,14,normaltown,"veggie fajitas, skinny marg",rooftop; OSM hours: Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-16:00,mexican|neighborhood|sit-down|vegetarian|veggie|source-openstreetmap|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,ahi,5,poke,fast,12,dt,BYO poke bowl,classic! fresh,athens-classic|bowls|classic|fast|fresh|healthy|high-rated|local|poke|quick
Full Restaurant List,all good,4,bar,fast,7,dt,drinks,2 levels with rooftop and pool,bar|budget|casual|cheap|drinks|fast|quick
Full Restaurant List,alumni,3,dessert,fast,6,dt,classic scoop,"unique, expensive",athens-classic|budget|cheap|classic|dessert|fast|local|quick|sweet|unique
Full Restaurant List,athens bagel co,5,breakfast,fast,6,dt,salt,will it ever open back up?,athens-classic|breakfast|brunch|budget|cheap|classic|fast|high-rated|local|quick
Full Restaurant List,athens cooks,4,cafe,quicker,14,prince,breakfast burrito (beans instea...,very good but very expensive,athens-classic|breakfast|brunch|cafe|classic|fast|local|neighborhood|quick
Full Restaurant List,automatic,5,pizza,sit down,10,normaltown,"greek pizza, cheese pizza, gar",great service and atmosphere,budget|cheap|comfort|cozy|high-rated|neighborhood|pizza|sit-down|vibes
Full Restaurant List,ben and jerrys,3,dessert,fast,8,dt,"lots, waffle cone","chain, expensive, free day!; OSM hours: Mo-Th 13:00-21:30; Fr-Sa 13:00-22:30; Su 13:00-21:30",budget|cheap|dessert|fast|quick|sweet|source-openstreetmap|osm|directory-import|active-unverified|ice-cream|chain|has-hours|has-address
Full Restaurant List,big city bread,4,american,sit down,12,prince,"tofu veggie saute, black bean s...","athens classic, taste varies, can be crowded",american|athens-classic|classic|local|neighborhood|sit-down|vegetarian|veggie|breakfast|brunch|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant|coffee
Full Restaurant List,birdies,5,deli,fast,14,prince,orzo salad,"so simple but SO good, lots free samples inside too; LIKELY_CLOSED: Google/Yelp/Red & Black snippets indicated Birdies Market closed/was closing in late 2025; verify before use.",deli|fast|fresh|healthy|high-rated|neighborhood|quick|closed|inactive|needs-verification
Full Restaurant List,blue sky,5,bar,fast,7,dt,everything; i worked here,BEST BAR BEST PEOPLE,bar|budget|casual|cheap|drinks|fast|high-rated|quick|source-openstreetmap|osm|directory-import|active-unverified
Full Restaurant List,bar bruno,5,bar,fast,13,five points,"burrata, aperol spritz, sicilian su","great atmosphere, sicilian food, but expensive",bar|casual|cozy|drinks|fast|high-rated|neighborhood|quick|vibes
Full Restaurant List,buvez,4,breakfast,quicker,7,chase,matcha,bench swing inside yay,breakfast|brunch|budget|cheap|fast|quick|bar|casual|drinks|to-go
Full Restaurant List,cali n titos,5,latin,quicker,10,five points,"cubano veggie, maduros, yuca","athens classic, vibes!",athens-classic|budget|cheap|classic|cozy|fast|high-rated|latin|local|neighborhood|quick|vegetarian|veggie|vibes|source-visitathensga-com|visit-athens|source-openstreetmap|osm|directory-import|active-unverified|restaurant|mexican|has-address
Full Restaurant List,cava,4,bowls / mediterranean,fast,12,alps,bowls,"chain, very filling and flavorful",bowls|fast|fresh|healthy|mediterranean|quick|source-openstreetmap|osm|directory-import|active-unverified|restaurant|chain
Full Restaurant List,cecilias,5,dessert,fast,6,milledge,"red and black, cheesecake",amazing! customs! sell slices at last resort,budget|cheap|dessert|fast|high-rated|quick|sweet|unique
Full Restaurant List,chipotle,3,bowls / mexican,fast,12,alps,bowls,"chain, but good to remember its there",bowls|fast|fresh|healthy|mexican|quick|source-openstreetmap|osm|directory-import|active-unverified|fast-food|chain|fast-casual
Full Restaurant List,clocked,4,burgers,sit down,9,dt,"chocolate shake, friendship be...","surprisingly veggie friendly, cool vibe; OSM hours: Mo-Th 11:00-21:00; Sa-Su 11:00-21:00",budget|burgers|cheap|comfort|cozy|sit-down|vegetarian|veggie|vibes|source-openstreetmap|source-visitathensga-com|visit-athens|osm|directory-import|active-unverified|restaurant|has-hours
Full Restaurant List,condor,5,dessert,fast,5,five points + dt,"salted brownie a la mode, truffl",made in house! obsessed,budget|cheap|dessert|fast|high-rated|quick|sweet
Full Restaurant List,creature comforts,5,brewery,fast,7,dt,neon cylinders!,"local, host sooo many events, THE brewery",athens-classic|bar|brewery|budget|casual|cheap|classic|cozy|drinks|fast|high-rated|local|quick|vibes|source-openstreetmap|osm|directory-import|active-unverified
Full Restaurant List,daily grocery,5,deli,fast,8,normaltown,"kult classic, bbq tempeh, banh...",amazing co-op,athens-classic|budget|cheap|classic|deli|fast|high-rated|local|neighborhood|quick|vegetarian|veggie
